driveName,type,diskCapacity,diskMark,rank,price,driveValue,priceperGB,testDate,samples
SanDisk SDSSDX240GG25,SSD,223.6,3862,2679,,,,2012,26
JAJS600M512C,SSD,476.9,3861,2680,,,,2019,8
KINGSTON SUV400S37480G,SSD,447.1,3860,2681,,,,2016,141
Lenovo SSD ST510 120G,SSD,111.8,3859,2682,,,,2016,5
SAMSUNG SSD SM84,SSD,238.5,3858,2683,,,,2013,64
Corsair Force LE,SSD,447.1,3857,2684,,,,2016,5
DERLER SSD 480GB,SSD,447.1,3857,2685,,,,2019,1
Palit UV S 480GB,SSD,447.1,3856,2686,,,,2020,4
ADATA SP 900NS38,SSD,238.5,3856,2687,,,,2015,5
Intel SSD 535 360GB M.2,SSD,335.3,3855,2688,49.99,77.12,0.15,2015,13
OCZ INTREPID 3700,SSD,894.3,3855,2689,,,,2016,5
PNY CS22 11 480GB SSD,SSD,447.1,3854,2690,,,,2017,4
OCZ Vertex 3 LP 240GB,SSD,223.6,3853,2691,,,,2013,4
KINGSTON SKC300S37A240G,SSD,223.6,3853,2692,,,,2013,25
SUNEAST SSD SE800 640GB,SSD,596.2,3852,2693,,,,2019,1
Mushkin Striker 960GB MKNSSDST960GB,SSD,894.3,3852,2694,,,,2016,2
INTEL SSDPEBKF128G7,SSD,119.2,3852,2695,,,,2017,7
SanDisk SD9SB8W128G1001,SSD,119.2,3852,2696,,,,2018,7
Transcend TS256GMT S800,SSD,238.5,3852,2697,,,,2014,17
Micron 1100 MTFDDAK256TBN,SSD,238.5,3851,2698,,,,2016,53
LITEONIT LMT-256M6M-41 mSATA 256GB SED,SSD,238.5,3851,2699,,,,2014,4
PLEXTOR PX-512M6Pro,SSD,476.9,3850,2700,329.99,11.67,0.69,2014,17
KINGSTON RBUSNS4180S3256GJ,SSD,238.5,3849,2701,,,,2020,6
SanDisk SD8SB8U-128G-1006,SSD,119.2,3846,2702,40.58,94.77,0.34,2016,16
SAMSUNG MZ7TY128HDHP-000,SSD,119.2,3844,2703,,,,2016,12
SAMSUNG SSD SM841N mSATA,SSD,238.5,3843,2704,,,,2015,28
KINGSTON SUV500MS240G,SSD,223.6,3843,2705,,,,2018,47
KINGSTON HyperX 3K 120GB,SSD,111.8,3842,2706,,,,2017,1
OCZ Vertex 4 128GB,SSD,119.2,3842,2707,99.99,38.42,0.84,2013,45
SSD2SC24 0G5SA754D117-511,SSD,223.6,3842,2708,,,,2014,6
ADATA SU900,SSD,238.5,3841,2709,79.99,48.01,0.34,2017,21
ADATA SSD DP900 256GB-,SSD,238.5,3840,2710,,,,2016,3
SSD2SC48 0G5LC763C121S511,SSD,447.1,3839,2711,,,,2014,6
SSD M.2 512GB InnovationIT,SSD,476.9,3839,2712,,,,2021,5
SanDisk X300 256GB,SSD,238.5,3838,2713,199.81,19.21,0.84,2016,6
LITEONIT LCS-512M6S 2.5,SSD,476.9,3837,2714,,,,2013,11
OCZ-VECTOR180,SSD,223.6,3837,2715,888,4.32,3.97,2015,100
MTFDDAK1T0MBF,SSD,953.9,3837,2716,794.81,4.83,0.83,2015,7
JAJS300M480C,SSD,447.1,3837,2717,,,,2020,16
TEAM T253A3001T,SSD,953.9,3836,2718,,,,2020,20
SAMSUNG MZ7PD128HAFV-000H7,SSD,119.2,3836,2719,,,,2014,18
NGFF 2280 128GB SSD,SSD,119.2,3835,2720,44.69,85.81,0.37,2020,12
XIEDE 480GB,SSD,447.1,3834,2721,,,,2020,1
RUNENG 240GB SSD,SSD,223.6,3834,2722,,,,2018,1
TOSHIBA THNSNJ256GCST,SSD,238.5,3833,2723,,,,2013,13
Radeon R3 SSD R3SL240G,SSD,223.6,3831,2724,64.99,58.95,0.29,2016,24
LITEONIT LCS-256M6S 2.5,SSD,238.5,3831,2725,,,,2013,6
SPCC Solid State Dis,SSD,223.6,3830,2726,,,,2014,6
Crucial CT960M500SSD1,SSD,894.3,3830,2727,653.97,5.86,0.73,2013,28
Samsung PM951 128GB NVMe,SSD,119.2,3829,2728,81.42,47.02,0.68,2015,36
Mushkin Reactor 960GB MKNSSDRE960GB,SSD,894.3,3828,2729,,,,2017,4
SAMSWEET SSD SM863 256GB,SSD,238.5,3828,2730,,,,2019,1
Samsung SSD 850 EVO mSATA 120GB,SSD,111.8,3827,2731,69.99,54.68,0.63,2015,13
LITEONIT LCT-256M3S 2.5 7mm 256GB,SSD,238.5,3827,2732,,,,2013,6
TOSHIBA THNSNH128GCST,SSD,119.2,3826,2733,,,,2013,22
OCZ Vertex 460A 120GB,SSD,111.8,3825,2734,,,,2015,48
Patriot Blast 240GB,SSD,223.6,3825,2735,38.99,98.09,0.17,2015,25
PLEXTOR PX-256S2G,SSD,238.5,3824,2736,233.25,16.39,0.98,2016,16
HFS128G39MNC-3310A,SSD,119.2,3823,2737,,,,2015,80
R7SL240G,SSD,223.6,3822,2738,,,,2016,13
Transcend TS500GSSD220Q,SSD,465.8,3822,2739,,,,2021,9
OCZ-VERT EX3 MI,SSD,223.6,3821,2740,,,,2012,27
LITEON CV1-8B256,SSD,238.5,3821,2741,,,,2015,56
Samsung SSD 850 EVO 120GB,SSD,111.8,3820,2742,129.99,29.39,1.16,2014,406
LITEON CV8-8E256,SSD,238.5,3820,2743,,,,2018,20
SanDisk SD9SN8W128G1002,SSD,119.2,3819,2744,,,,2018,37
LITEONIT LMH-256V2M-41 MSATA 256GB SED,SSD,238.5,3819,2745,,,,2015,7
Transcend TS1TSSD370,SSD,953.9,3819,2746,,,,2015,10
CT240BX300SSD1,SSD,223.6,3817,2747,29.99,127.28,0.13,2017,153
Apacer A S340 120GB,SSD,111.8,3817,2748,,,,2016,4
APPLE SSD SM0128F,SSD,113,3816,2749,,,,2014,5
HFS128G3AMNB-2200A,SSD,119.2,3813,2750,,,,2013,14
Transcend TS256GMTS430S,SSD,238.5,3812,2751,59.99,63.55,0.25,2019,22
SanDisk SD8SN8U-128G-100,SSD,119.2,3810,2752,,,,2017,5
SanDisk SD7SB3Q256G1002,SSD,238.5,3810,2753,,,,2014,18
Samsung SSD 860 QVO 2TB,SSD,1800,3808,2754,,,,2019,96
OCZ Deneva 2 480GB D2CSTK251M11-0480,SSD,447.1,3808,2755,999.99,3.81,2.24,2012,3
ADATA Permier SP550 480GB,SSD,447.1,3807,2756,105,36.26,0.23,2015,36
Fujitsu F100-256GB,SSD,238.5,3807,2757,,,,2015,2
Crucial_ CT250MX200SSD3,SSD,232.9,3807,2758,,,,2015,9
TOSHIBA THNSNJ128GMCT,SSD,119.2,3806,2759,,,,2014,23
SAMSUNG MZ7WD480HCGM-00003,SSD,447.1,3806,2760,308.37,12.34,0.69,2015,23
SAMSUNG MZVLV128HCGR-000L1,SSD,119.2,3805,2761,,,,2017,28
SAMSUNG MZNLN256HAJQ-000H1,SSD,238.5,3805,2762,,,,2017,56
Mushkin Triactor 500GB MKNSSDTR500GB,SSD,465.8,3804,2763,,,,2016,4
APS-SL3N-256,SSD,238.5,3803,2764,,,,2019,11
CT1000BX500SSD1,SSD,931.5,3801,2765,79.99,47.52,0.09,2019,253
V-GEN10SM19AR120SDK 120GB,SSD,111.8,3801,2766,,,,2019,1
LITEON ECE-240NAS,SSD,223.6,3801,2767,,,,2017,5
SanDisk SD8SB8U1T001122,SSD,953.9,3801,2768,,,,2016,13
APPLE SSD SM768E,SSD,699.7,3800,2769,,,,2012,27
SAMSUNG SSD PM871 mSATA,SSD,476.9,3800,2770,,,,2015,6
SanDisk SD8SN8U128G1002,SSD,119.2,3799,2771,,,,2017,47
SAMSUNG MZNLN256HCHP-000L7,SSD,238.5,3799,2772,,,,2015,29
KINGSTON SUV400S,SSD,223.6,3799,2773,,,,2016,7
Crucial CT525MX3,SSD,489,3799,2774,,,,2016,9
LITEONIT LMT-128L9M-11 MSATA 128GB,SSD,119.2,3799,2775,,,,2015,5
TOSHIBA THNSFJ25,SSD,238.5,3798,2776,,,,2015,8
SAMSUNG MZNTY256HDHP-00000,SSD,238.5,3798,2777,,,,2016,26
KINGSTON SUV500480G,SSD,447.1,3797,2778,,,,2018,81
LITEON IT L8T-128L9G,SSD,119.2,3797,2779,,,,2015,10
LITEONIT LJT-256L6G-11 M.2 2260 256GB,SSD,238.5,3797,2780,,,,2014,6
Crucial CT250MX2,SSD,232.9,3795,2781,,,,2015,30
OCZ-VECT OR,SSD,476.9,3795,2782,,,,2013,5
SanDisk SD8SB8U128G1001,SSD,119.2,3795,2783,,,,2017,23
Samsung SSD 860 EVO mSATA 500GB,SSD,465.8,3794,2784,199,19.06,0.43,2018,40
SanDisk SD8SN8U-128G-1006,SSD,119.2,3792,2785,51.97,72.97,0.44,2016,90
SAMSUNG MZ7TN512HDHP-00007,SSD,476.9,3792,2786,,,,2016,7
MTFDDAK2 56MAY-1AH12ABHA,SSD,238.5,3792,2787,,,,2015,11
CT500BX1 00SSD1,SSD,465.8,3791,2788,,,,2015,74
Seagate Nytro Client 141 ZA256CM10002,SSD,238.5,3791,2789,,,,2017,8
Mushkin Reactor LT 512GB MKNSSDRE512GB-LT,SSD,476.9,3790,2790,,,,2018,1
KINGSTON RBUSNS4180S3256GG,SSD,238.5,3790,2791,,,,2016,15
TEAM T253X1480G,SSD,447.1,3789,2792,,,,2019,40
SSD2SC480G1CS2754D117-533,SSD,447.1,3789,2793,,,,2015,27
BIWIN C6370 128GB,SSD,119.2,3789,2794,,,,2021,8
HFS128G39MNC-3510A,SSD,119.2,3787,2795,,,,2016,12
QEMU QEMU HARDDISK,HDD,220,3786,2796,,,,2022,6
LITEON IT LCS-256L9S-HP,SSD,238.5,3785,2797,,,,2015,17
Crucial CT512MX100SSD1,SSD,476.9,3783,2798,328.66,11.51,0.69,2014,208
OCZ-TRION150,SSD,447.1,3781,2799,,,,2016,20
Transcend TS1TSSD370S,SSD,953.9,3781,2800,373.8,10.11,0.39,2016,10
ADATA SU810NS38 128 GB,SSD,119.2,3780,2801,,,,2019,12
Crucial CT480M500SSD1,SSD,447.1,3779,2802,49.99,75.6,0.11,2013,62
Samsung Portable SSD T5 1TB,SSD,931.5,3778,2803,99.99,37.78,0.11,2018,9
SAMSUNG MZFLV128HCGR-000MV,SSD,119.2,3777,2804,26.95,140.16,0.23,2016,54
MidasForce SSD 128GB,SSD,119.2,3776,2805,,,,2021,5
KINGSTON SUV500960G,SSD,894.3,3776,2806,,,,2018,15
LITEONIT LJT-128L6G-11 M.2 2260 128GB,SSD,119.2,3775,2807,,,,2013,4
KINGSTON SA400S37960G,SSD,894.3,3775,2808,,,,2018,285
Apacer AS340 480GB,SSD,447.1,3775,2809,,,,2018,39
Corsair Neutron,SSD,447.1,3774,2810,,,,2013,8
HFS256G32MNB-2202A,SSD,238.5,3772,2811,,,,2015,10
Apacer AS330 120GB,SSD,119.2,3772,2812,,,,2017,1
PLEXTOR PX-256M7VC,SSD,238.5,3771,2813,,,,2016,10
HFS128G39MNC-3510A,SSD,238.5,3771,2814,,,,2016,8
ADATA Permier SP550 240GB,SSD,223.6,3771,2815,,,,2015,185
SK hynix SH920 2.55,SSD,238.5,3770,2816,,,,2014,29
SAMSUNG MZNLN256HAJQ-000L2,SSD,238.5,3770,2817,,,,2018,12
KINGSTON SUV500MS480G,SSD,447.1,3770,2818,,,,2019,33
TEAM T253TD240G,SSD,223.6,3769,2819,,,,2019,8
KINGSTON SA400S37 480GB,SSD,447.1,3769,2820,,,,2019,1
OCZ-VECTOR180,SSD,447.1,3769,2821,,,,2015,8
LITEON IT LMT-256L9M-11 MSATA 256GB,SSD,238.5,3768,2822,,,,2014,4
Mushkin Chronos Deluxe 240GB 7MM MKNSSDCR240GB-DX7,SSD,223.6,3768,2823,,,,2013,5
SanDisk SD7SB6S128G1001,SSD,119.2,3767,2824,,,,2016,32
KINGSTON KINGSTON SUV400S,SSD,223.6,3766,2825,,,,2016,13
SanDisk X300 MSATA 256GB,SSD,238.5,3766,2826,199.99,18.83,0.84,2015,9
DREVO X1 SSD,SSD,447.1,3765,2827,,,,2017,9
Radeon R3 SSD R3SL120G,SSD,111.8,3763,2828,39.99,94.1,0.36,2016,35
TRO-SSD7-500GB-P,SSD,465.8,3763,2829,,,,2014,2
SAMSUNG MZ7PD128HCFV-000H1,SSD,119.2,3763,2830,48,78.39,0.4,2014,48
Intel SSD Pro 2500 360GB,SSD,335.3,3762,2831,,,,2015,10
Corsair Performa,SSD,238.5,3762,2832,,,,2012,10
HFS250G3 2TND-N1A2A,SSD,232.9,3762,2833,,,,2016,12
Intel SSD Pro 2500 512GB,SSD,476.9,3762,2834,,,,2016,4
APPLE SSD SM512E,SSD,465.9,3761,2835,,,,2012,101
SAMSUNG SSD SM841N 2.5 7,SSD,238.5,3760,2836,,,,2014,14
SSD SLC 120GB,SSD,111.8,3760,2837,,,,2015,1
OCZ-ARC1 00,SSD,223.6,3759,2838,,,,2014,129
LITEON IT LDS-256L9S,SSD,238.5,3759,2839,,,,2015,19
PNY SSD2SC240GD4DH08B-T,SSD,223.6,3758,2840,,,,2014,38
SAMSUNG SSD PM83,SSD,476.9,3758,2841,,,,2013,14
ADATA SU630,SSD,894.3,3758,2842,,,,2019,38
DREVO X1 SSD,SSD,223.6,3758,2843,,,,2016,19
PNY CS900 960GB SSD,SSD,894.3,3757,2844,89.99,41.75,0.1,2018,39
SAMSUNG MZNLN256HCHP-000H1,SSD,238.5,3757,2845,114.7,32.75,0.48,2016,28
Micron M600 MTFDDAK256MB,SSD,238.5,3756,2846,,,,2014,9
SAMSUNG SSD PM85,SSD,953.9,3756,2847,,,,2015,7
SanDisk SD9SN8W128G1102,SSD,119.2,3756,2848,,,,2019,50
Intel 335 240GB SSDSC2CT240A4,SSD,223.6,3755,2849,,,,2012,53
MTFDDAK128MBF-1AN1ZABHA,SSD,119.2,3754,2850,,,,2015,6
SAMSUNG MZ7WD480,SSD,447.1,3753,2851,,,,2015,10
LITEONIT LITEONIT LCS-128,SSD,119.2,3752,2852,,,,2013,40
OCZ-VECTOR180,SSD,894.3,3752,2853,,,,2015,15
KINGSTON SA400M8120G,SSD,238.5,3751,2854,,,,2021,6
LITEON L8H-256V2G-11 M.2 2280 256GB,SSD,238.5,3750,2855,,,,2015,23
SAMSUNG MZNLN256HAJQ-000L7,SSD,238.5,3750,2856,,,,2019,11
GIGABYTE GP-GSTFS31100TNTD,SSD,953.9,3749,2857,117,32.05,0.12,2019,8
SAMSUNG MZ7PD128HAFV-000,SSD,119.2,3749,2858,,,,2015,11
Mushkin Triactor 480GB MKNSSDTR480GB,SSD,447.1,3748,2859,66.36,56.48,0.15,2016,13
SAMSUNG SSD SM87,SSD,238.5,3747,2860,,,,2015,27
Samsung Portable SSD T5 500GB,SSD,465.8,3747,2861,72.5,51.68,0.16,2017,10
SAMSUNG SSD PM871b 2.5 7mm 256GB,SSD,238.5,3746,2862,,,,2017,12
Intel SSD Pro 2500 180GB M.2,SSD,167.7,3745,2863,89,42.08,0.53,2014,21
SAMSUNG MZ7LN256HAJQ-000H1,SSD,238.5,3745,2864,,,,2017,20
Samsung SSD 850 120GB,SSD,111.8,3743,2865,61.99,60.39,0.55,2018,25
TEAM T253TD480G,SSD,447.1,3743,2866,,,,2019,14
Apacer SM230 25 1TB,SSD,953.9,3743,2867,,,,2017,1
LITEONIT LCS-128L9S-11 2.5 7mm 128GB,SSD,119.2,3743,2868,,,,2014,7
Maxtor Z1 SSD 960GB,SSD,894.3,3743,2869,,,,2020,6
Micron M600 M.2 2280 512GB,SSD,476.9,3742,2870,356.18,10.51,0.75,2016,3
SanDisk SD7TN3Q-256G,SSD,238.5,3742,2871,,,,2015,18
SanDisk SD9SB8W-128G-1006,SSD,119.2,3742,2872,,,,2018,8
TOSHIBA- TR150,SSD,223.6,3740,2873,,,,2016,37
FTM48N325H,SSD,447.1,3740,2874,,,,2014,5
M.2 SSD 128GB,SSD,119.2,3738,2875,23.99,155.83,0.2,2021,6
KINGSTON RBU-SNS8152S3256GG5,SSD,238.5,3738,2876,,,,2016,42
Sony SSD SLW-MG2-M01,SSD,223.6,3738,2877,,,,2016,15
WDC WD10EZEX,SSD,232.9,3737,2878,,,,2015,7
TOSHIBA THNSNH51,SSD,476.9,3736,2879,,,,2013,6
CT120BX3 00SSD1,SSD,111.8,3736,2880,,,,2018,9
"SSD 2.5"" TLC 120GB InnovationIT",SSD,111.8,3735,2881,,,,2021,4
"Intel SSD 530 240GB 2.5""",SSD,223.6,3735,2882,149.99,24.9,0.67,2013,2
SAMSUNG MZ7LN256HCHP-00007,SSD,238.5,3735,2883,,,,2015,6
Crucial CT2050MX300SSD1,SSD,1900,3735,2884,490,7.62,0.26,2016,8
Mushkin ECO3 480GB MKNSSDE3480GB,SSD,447.1,3735,2885,39,95.76,0.09,2016,13
Crucial FCCT512MX100SSD1,SSD,476.9,3734,2886,,,,2016,21
Mushkin ECO3 240GB MKNSSDE3240GB,SSD,223.6,3734,2887,,,,2016,9
Patriot Ignite M2,SSD,223.6,3731,2888,,,,2015,36
Transcend TS128GMSA230S,SSD,119.2,3730,2889,,,,2020,6
PNY CS900 500GB SSD,SSD,465.8,3730,2890,68.99,54.07,0.15,2020,168
PLEXTOR PX-256M6,SSD,238.5,3730,2891,,,,2015,8
SAMSUNG SSD PM830 FDE 2.,SSD,238.5,3730,2892,,,,2013,22
Samsung SSD 850 EVO mSAT,SSD,465.8,3730,2893,,,,2015,33
CSSD-S6O480NCG1Q,SSD,447.1,3730,2894,,,,2017,5
SanDisk X600 M.2 2280 128GB,SSD,119.2,3730,2895,38.5,96.88,0.32,2018,33
LITEONIT LGT-256M6G,SSD,238.5,3729,2896,,,,2014,10
OCZ-VERT EX4,SSD,476.9,3729,2897,,,,2012,49
LITEONIT LMT-128M6M,SSD,119.2,3729,2898,,,,2013,8
LITEON CV5-8Q256-HP,SSD,238.5,3728,2899,,,,2017,10
TEAM T253E2512G,SSD,476.9,3728,2900,,,,2020,20
ADATA SSD DP910 1TB-DL,SSD,931.5,3727,2901,,,,2015,1
PLEXTOR PX-512M7VG,SSD,476.9,3726,2902,,,,2016,8
TOSHIBA KSG60ZMV256G,SSD,238.5,3726,2903,40.49,92.02,0.17,2018,24
Apacer A S610S 120GB,SSD,111.8,3723,2904,,,,2013,2
GIGABYTE GP-GSTFS31256GTND,SSD,238.5,3723,2905,61.9,60.14,0.26,2018,68
SSD2SC240GD2DH16T-T,SSD,223.6,3722,2906,,,,2016,8
SanDisk SDMSATA128G,SSD,119.2,3722,2907,,,,2017,5
Plextor M2P 256GB PX-256M2P,SSD,238.5,3722,2908,,,,2012,1
Hoodisk SSD,SSD,119.2,3721,2909,,,,2018,33
OCZ-VERT EX460A,SSD,111.8,3721,2910,,,,2015,6
AVEXIR S100 SERIES - 480GB,SSD,447.1,3719,2911,,,,2017,4
LITEONIT LMT-19nmBGA-128G-DS,SSD,119.2,3719,2912,,,,2013,10
Samsung SSD 750,SSD,465.8,3718,2913,,,,2016,14
Mushkin Triactor 3D 512GB MKNSSDTR512GB-3D,SSD,476.9,3718,2914,,,,2017,9
SanDisk SDSSDX24,SSD,223.6,3718,2915,,,,2012,62
OCZ-TRIO N150,SSD,223.6,3717,2916,,,,2016,22
LITEONIT LCS-256M6S,SSD,238.5,3715,2917,,,,2013,36
Seagate BarraCuda SSD ZA2000CM10002,SSD,1800,3714,2918,,,,2019,8
Micron M500DC 800GB MTFDDAK800MBB,SSD,745.2,3714,2919,,,,2017,3
Corsair Neutron GTX SS,SSD,111.8,3714,2920,,,,2012,6
OCZ-VECT OR,SSD,119.2,3713,2921,,,,2013,76
LITEON LCH-256V2S,SSD,238.5,3713,2922,,,,2015,29
Mushkin Reactor LT 500GB MKNSSDRE500GB-LT,SSD,465.8,3712,2923,,,,2017,2
Samsung SSD PM871 M.2 22,SSD,238.5,3711,2924,,,,2016,11
KINGSTON SE50S3480G,SSD,447.1,3710,2925,,,,2017,8
LITEONIT LCS-256L9S-11 2,SSD,238.5,3710,2926,,,,2015,8
LITEONIT LMT-19nmBGA-256G-DS,SSD,238.5,3710,2927,,,,2013,11
SAMSUNG SSD SM841N 2.5 7mm 128GB,SSD,119.2,3709,2928,,,,2014,14
OCZ-TRIO N150,SSD,447.1,3708,2929,,,,2016,13
TOSHIBA- TR200,SSD,447.1,3706,2930,,,,2019,7
MTFDDAK256MBF-1A,SSD,238.5,3706,2931,,,,2015,34
CSSD-S6O240NCG1Q,SSD,223.6,3706,2932,,,,2016,8
2710DCS23BF-128,SSD,119.2,3706,2933,,,,2021,6
SAMSUNG SSD 830 Series,SSD,476.9,3705,2934,,,,2012,11
Transcend SSD720 256GB TS256GSSD720,SSD,238.5,3705,2935,249.99,14.82,1.05,2012,43
OCZ-VERT EX460A,SSD,223.6,3705,2936,,,,2015,15
Crucial CT960M50,SSD,894.3,3705,2937,,,,2020,6
Crucial CT250MX200SSD1,SSD,232.9,3703,2938,99.99,37.03,0.43,2015,163
addlink SSD S10 240GB,SSD,223.6,3702,2939,,,,2017,13
SAMSUNG MZNTD128HAGM-000KN,SSD,238.5,3702,2940,,,,2015,6
LITEON LMH-256V2M-11 MM,SSD,238.5,3702,2941,,,,2015,8
PLEXTOR PX-512M5Pro,SSD,476.9,3701,2942,274.99,13.46,0.58,2013,97
"LITEONIT LCM-256M3S 2.5"" 7mm 256GB",SSD,238.5,3700,2943,,,,2013,10
SSD2SC480G1SA754D117-542,SSD,447.1,3699,2944,,,,2015,12
LITEON CV3-8D512-41 512GB SED,SSD,476.9,3698,2945,,,,2016,4
Micron M550 SSD 512GB,SSD,476.9,3698,2946,,,,2014,20
Crucial CT128M550SSD3,SSD,119.2,3698,2947,194,19.06,1.63,2014,10
CT250BX1 00SSD1,SSD,232.9,3696,2948,,,,2015,9
TOSHIBA- TL100,SSD,223.6,3695,2949,,,,2017,9
LITEON L8H-256V2G,SSD,238.5,3694,2950,,,,2015,16
PLEXTOR PX-128M6S,SSD,119.2,3693,2951,205,18.02,1.72,2014,35
SanDisk SDSSDXPS,SSD,447.1,3693,2952,149.99,24.62,0.34,2014,9
HFS256G32MND-2200A,SSD,238.5,3693,2953,,,,2015,20
CRUCIAL 240GB,SSD,238.5,3692,2954,,,,2015,1
Patriot P210 1TB,SSD,953.9,3692,2955,,,,2020,7
LITEONIT 256GB LAT-256M3S,SSD,238.5,3691,2956,,,,2012,7
SAMSUNG SSD SM841 SED mS,SSD,238.5,3690,2957,,,,2013,23
SAMSUNG MZ7LN256HCHP-00000,SSD,238.5,3689,2958,60,61.48,0.25,2015,22
"SAMSUNG SSD SM841 2.5"" 7mm 512GB",SSD,476.9,3689,2959,,,,2013,6
SAMSUNG MZNLN256HCHP-000L2,SSD,238.5,3689,2960,74.99,49.19,0.31,2015,12
Patriot Blast 480GB,SSD,447.1,3688,2961,66.99,55.06,0.15,2015,8
Crucial CT512M550SSD4,SSD,476.9,3687,2962,277.77,13.27,0.58,2014,32
PNY CS900 250GB SSD,SSD,232.9,3686,2963,38.49,95.77,0.17,2020,33
KINGSTON SHSS37A240G,SSD,223.6,3686,2964,,,,2015,159
Seagate BarraCuda 120 SSD ZA250CM10003,SSD,232.9,3684,2965,52.99,69.53,0.23,2020,15
mSata Smartbuy 128GB,SSD,119.2,3684,2966,,,,2014,4
SanDisk SD8TN8U-256G-1006,SSD,238.5,3684,2967,,,,2017,55
LITEON LMH-256V2M-11 MSATA 256GB,SSD,238.5,3683,2968,,,,2015,16
ADATA Permier SP550 120GB,SSD,111.8,3683,2969,,,,2015,120
LITEON L8H-256V2G-HP,SSD,238.5,3682,2970,,,,2015,27
CT480BX200SSD1,SSD,447.1,3682,2971,437.99,8.41,0.98,2015,66
IRP-SSDPR-S25C-256,SSD,238.5,3681,2972,,,,2020,9
ZSPEED SSD 240GB,SSD,223.6,3681,2973,,,,2019,1
SAMSUNG SSD SM841N mSATA 128GB,SSD,119.2,3680,2974,,,,2015,18
OCZ Vertex 3 240GB,SSD,223.6,3680,2975,69.26,53.13,0.31,2012,25
ADATA SSD DP900 512GB-DL3,SSD,476.9,3679,2976,,,,2016,7
SanDisk SD7SB2Q-512G,SSD,476.9,3679,2977,199.99,18.4,0.42,2015,23
SanDisk SD7SB7S010T1122,SSD,953.9,3679,2978,,,,2016,5
TEAM M8P SSD 512GB,SSD,476.9,3679,2979,,,,2017,2
HS-SSD-E100 512G,SSD,476.9,3679,2980,,,,2019,16
HYNIX HFS120G32MNM,SSD,111.8,3678,2981,,,,2013,6
TEAM T253X6256G,SSD,238.5,3678,2982,,,,2020,18
Seagate ST240HM000,SSD,223.6,3677,2983,189.99,19.36,0.85,2013,24
Samsung SSD 840,SSD,465.8,3676,2984,,,,2012,8
aSsmnu gSS D48 0RP OeSirse,SSD,238.5,3676,2985,,,,2012,17
Kingston HyperX 480GB SH100S3480G,SSD,447.1,3676,2986,499.99,7.35,1.12,2013,6
Crucial CT275MX300SSD1,SSD,256.2,3676,2987,179.95,20.43,0.7,2016,321
SAMSUNG SSD SM841 mSATA 128GB,SSD,119.2,3676,2988,58.7,62.62,0.49,2013,8
GIGABYTE GP-GSTFS31480GNTD,SSD,447.1,3675,2989,51.99,70.69,0.12,2019,84
SAMSUNG MZNLN256HCHP-00000,SSD,238.5,3675,2990,56,65.62,0.23,2015,55
LITEON CV1-CC256,SSD,238.5,3674,2991,,,,2016,19
TOSHIBA THNSNJ128GCSU,SSD,119.2,3674,2992,,,,2014,48
ADATA SX 910,SSD,119.2,3672,2993,,,,2014,5
OCZ-TRIO N100,SSD,894.3,3670,2994,,,,2016,10
SEAGATE ST480FP0021,SSD,447.1,3670,2995,130,28.23,0.29,2015,9
Corsair Force GT,SSD,223.6,3669,2996,498.59,7.36,2.23,2012,30
LITEON CV3-8D128-HP,SSD,119.2,3669,2997,,,,2017,6
Micron_1100_MTFDDAK512TBN5,SSD,476.9,3669,2998,,,,2017,5
SK hynix SH920 2,SSD,476.9,3667,2999,,,,2013,40
ADATA SU655,SSD,447.1,3667,3000,,,,2018,16
Intel SSD 520 180GB 9.5mm,SSD,167.7,3666,3001,184.79,19.84,1.1,2012,41
Lexar 480GB SSD,SSD,447.1,3664,3002,,,,2020,16
Fujitsu SSD256GB,SSD,238.5,3664,3003,159.99,22.9,0.67,2013,13
W800S 512GB SSD,SSD,476.9,3663,3004,,,,2020,7
ASL SSD 120GB,SSD,111.8,3662,3005,,,,2022,6
KINGSTON RBUSNS8180S3256GJ,SSD,238.5,3661,3006,,,,2018,33
SAMSUNG MZ7PD256HAFV-000,SSD,238.5,3660,3007,,,,2013,45
SUNEAST SE800 NGFF 120GB,SSD,111.8,3659,3008,,,,2018,1
Golderfir T650-30GB,SSD,29.3,3658,3009,,,,2018,1
ADATA SU650,SSD,236,3657,3010,,,,2018,34
CORSAIR FORCE LX SSD,SSD,476.9,3657,3011,,,,2014,33
Corsair Force GS,SSD,167.7,3656,3012,,,,2012,7
SAMSUNG SSD PM830 2.5 256GB,SSD,238.5,3656,3013,,,,2017,5
Samsung SSD 840 PRO Seri,SSD,476.9,3656,3014,,,,2012,252
SSD2SC240G5LC726B104-298,SSD,223.6,3655,3015,,,,2014,20
KINGSTON RBU-SNS8152S3256GG6,SSD,238.5,3654,3016,,,,2017,18
ShiJi 256GB,SSD,238.5,3653,3017,,,,2021,4
LITEONIT LCT-256M3S 2.5,SSD,238.5,3653,3018,,,,2013,10
Samsung SSD 840,SSD,119.2,3652,3019,,,,2012,309
XR0480GEBLV,SSD,447.1,3652,3020,,,,2017,7
Intenso SSD Sata III,SSD,894.3,3652,3021,,,,2020,23
ADATA SU635,SSD,447.1,3652,3022,,,,2019,53
SAMSUNG SSD PM871 mSATA 256GB,SSD,238.5,3650,3023,149.99,24.34,0.63,2015,41
Crucial CT512M550SSD1,SSD,476.9,3650,3024,230,15.87,0.48,2014,34
